iter	Logloss
595	0.3382516674
596	0.3381005938
597	0.3379528782
598	0.337853622
599	0.3376778908
600	0.3375460759
601	0.3373238277
602	0.3372056091
603	0.3369951793
604	0.3368143125
605	0.3366618892
606	0.3366232073
607	0.3363958562
608	0.3362409639
609	0.3361193874
610	0.3359523473
611	0.3358064752
612	0.335621625
613	0.3355289529
614	0.3353894346
615	0.3353056512
616	0.3350755677
617	0.3348179954
618	0.3346138535
619	0.3344948778
620	0.3343279364
621	0.3341850931
622	0.3341156631
623	0.3339395698
624	0.3337346378
625	0.3336095388
626	0.3334717324
627	0.3333292512
628	0.3331262615
629	0.3329905949
630	0.3328542041
631	0.3327491867
632	0.3325914303
633	0.3324313694
634	0.3322601154
635	0.3321043342
636	0.3319486188
637	0.3317590609
638	0.3316135509
639	0.3314798267
640	0.3313704309
641	0.3311722806
642	0.3310683826
643	0.3310211741
644	0.3308951533
645	0.3307008548
646	0.3305788174
647	0.3304338013
648	0.3302411488
649	0.3301200003
650	0.3299864406
651	0.3298887646
652	0.3297375264
653	0.3295752269
654	0.3293944259
655	0.3292517472
656	0.3290956368
657	0.3289164159
658	0.328706085
659	0.3286104501
660	0.3284673763
661	0.3283605812
662	0.328152423
663	0.328023176
664	0.3278051086
665	0.3276458049
666	0.327485316
667	0.3273388185
668	0.3272121063
669	0.3270889167
670	0.3269895617
671	0.326834406
672	0.3267650748
673	0.3265370325
674	0.3263985018
675	0.3263008587
676	0.3260996797
677	0.3259015294
678	0.3257589165
679	0.3256358586
680	0.3255474333
681	0.3253047412
682	0.3250754808
683	0.3249688503
684	0.3247319194
685	0.3246238075
686	0.3245794961
687	0.3243717
688	0.3242173015
689	0.3241295346
690	0.3240229371
691	0.3239874156
692	0.323805166
693	0.3236560019
694	0.3235238249
695	0.3234066269
696	0.3232470598
697	0.3230503909
698	0.322924831
699	0.3227609184
700	0.3226722627
701	0.3225426864
702	0.3223953988
703	0.3222214453
704	0.3220935151
705	0.3219445156
706	0.3217710888
707	0.3216252168
708	0.3214602836
709	0.3213625088
710	0.321182432
711	0.3209693357
712	0.3209163332
713	0.3207120268
714	0.32050828
715	0.3204162663
716	0.3202764846
717	0.3200774455
718	0.3198772212
719	0.3198069024
720	0.3196027935
721	0.3194917845
722	0.3194078694
723	0.3192590345
724	0.3191525687
725	0.3190703984
726	0.3189881951
727	0.3188098961
728	0.318606281
729	0.3185411636
730	0.318370173
731	0.3182946527
732	0.3181648131
733	0.3180396811
734	0.3179419064
735	0.3177573524
736	0.3176485492
737	0.3174835831
738	0.3174107623
739	0.3172685115
740	0.317139857
741	0.3169318964
742	0.3168153897
743	0.3166472302
744	0.3165075144
745	0.3163142693
746	0.3162097458
747	0.3160935024
748	0.3159571445
749	0.3157903677
750	0.3157692326
751	0.3156339281
752	0.3154497692
753	0.3153574593
754	0.315217908
755	0.3150757231
756	0.3149400894
757	0.3147901023
758	0.3147081295
759	0.3146283295
760	0.3144469688
761	0.3143098866
762	0.3142433208
763	0.3141132507
764	0.3140631123
765	0.3138941957
766	0.3137494101
767	0.3137143823
768	0.3136249694
769	0.3134988828
770	0.3133153164
771	0.3132159615
772	0.3130638345
773	0.3129378466
774	0.3127848636
775	0.3126020545
776	0.3124845931
777	0.3124034104
778	0.312265571
779	0.3121473854
780	0.3119903202
781	0.311827494
782	0.3117314311
783	0.3116026779
784	0.311423457
785	0.3112684989
786	0.3111008003
787	0.3110074369
788	0.3108854325
789	0.3107244827
790	0.3106551186
791	0.3105253448
792	0.3103960978
793	0.3102805458
794	0.3101343774
795	0.3100319608
796	0.309883521
797	0.3098010873
798	0.3096829675
799	0.3095569137
800	0.309458316
801	0.3093141887
802	0.3091663085
803	0.3089945607
804	0.3088546144
805	0.308727606
806	0.308547595
807	0.3084132124
808	0.3082742866
809	0.3081156084
810	0.3080322529
811	0.3079267417
812	0.3078236667
813	0.3076934979
814	0.307503907
815	0.3073411466
816	0.3071786825
817	0.3070429171
818	0.3069645656
819	0.3068816711
820	0.3067398483
821	0.306588248
822	0.3064988351
823	0.3064042537
824	0.3062865948
825	0.3060840002
826	0.3059487286
827	0.3058260328
828	0.3056972467
829	0.3056481618
830	0.3055349471
831	0.3053636602
832	0.3051890483
833	0.3050579906
834	0.3048909176
835	0.3048089777
836	0.3046950059
837	0.3046055272
838	0.3044451042
839	0.3043082524
840	0.3042155145
841	0.3041154682
842	0.3039502388
843	0.3038417318
844	0.3036487172
845	0.303561082
846	0.3034746979
847	0.3033535493
848	0.3032356929
849	0.3030563404
850	0.3028435733
851	0.3026384438
852	0.3025019871
853	0.302367769
854	0.3022577806
855	0.3021380148
856	0.3020357628
857	0.3019225482
858	0.301867768
859	0.3017653514
860	0.3016667865
861	0.3016124672
862	0.3014556654
863	0.3013319491
864	0.3012555728
865	0.3011699788
866	0.3010054735
867	0.3008518651
868	0.3006753767
869	0.3005167972
870	0.3003461688
871	0.3002564267
872	0.3001327762
873	0.2999868383
874	0.2998962732
875	0.2997468127
876	0.2995641682
877	0.2993885686
878	0.2993265129
879	0.2992069775
880	0.2991035404
881	0.2989189206
882	0.2987876653
883	0.2986665497
884	0.2985618945
885	0.2984620457
886	0.2983350373
887	0.2981617422
888	0.2980119526
889	0.2978827714
890	0.2977494751
891	0.2975692667
892	0.2974315919
893	0.2973227887
894	0.2971940684
895	0.297088656
896	0.297000099
897	0.2968818146
898	0.2967682049
899	0.2967445349
900	0.2965931321
901	0.2964735638
902	0.2962862445
903	0.2961700999
904	0.2960838803
905	0.2959593739
906	0.2958260117
907	0.2956703293
908	0.2955442756
909	0.2954623686
910	0.2953672934
911	0.2952271495
912	0.295099779
913	0.2950104978
914	0.2948656463
915	0.2947537814
916	0.2946838906
917	0.2945883873
918	0.2944745472
919	0.2943654477
920	0.2942105883
921	0.2941234798
922	0.294026561
923	0.2938489533
924	0.2937034105
925	0.2935588882
926	0.2934474842
927	0.2933574129
928	0.2932752755
929	0.293165781
930	0.2930701461
931	0.2929170314
932	0.2928407539
933	0.2927338272
934	0.2925974034
935	0.2924812918
936	0.2923171487
937	0.2921970207
938	0.2921115912
939	0.2920007469
940	0.2919164367
941	0.2918296904
942	0.2917090028
943	0.2916071459
944	0.291526885
945	0.2914374392
946	0.2912750409
947	0.2911376295
948	0.2911187659
949	0.2910401839
950	0.2909330596
951	0.2908473997
952	0.2907411643
953	0.2906226165
954	0.29044412
955	0.2903470695
956	0.2902743145
957	0.2901785808
958	0.2900415645
959	0.2899433617
960	0.2898462125
961	0.2897099204
962	0.2895867966
963	0.2895021243
964	0.2893954939
965	0.2892330626
966	0.2891351891
967	0.2889526762
968	0.2888227049
969	0.2887106096
970	0.2885723752
971	0.2884333507
972	0.2882466568
973	0.2881316974
974	0.2880007056
975	0.2878147031
976	0.2876792669
977	0.2875806362
978	0.2874970832
979	0.2873626347
980	0.2872388525
981	0.2871389379
982	0.2870541997
983	0.2869946131
984	0.2868528562
985	0.2867676901
986	0.2866535207
987	0.2865120601
988	0.2863650358
989	0.2862530392
990	0.2861432813
991	0.2860686169
992	0.2859529003
993	0.2858764253
994	0.2858419902
995	0.2857482976
996	0.2856289926
997	0.2855151525
998	0.2853755354
999	0.2852525104
